ticket_text,category,urgency,urgency_stated,label_noise
"Dear support team, Toggling a setting off in the integrations page turns it back on after a reload. Cheers.",Bug Report,Medium,false,false
"Our team kees asking for scheduled reports, is it planned This started since yesterday",Feature Request,High,false,false
how i invite a manager to our workspace. appreciate tthe help.,General Inquiry,Low,false,false
It does not really affect anything we do and genuinely not a priority for us. Can you point me at the onboarding checklist for new teams. Let me know!!!!,General Inquiry,Low,true,false
"hi hi team, the stripe sync has been failing with 503. thanks!",Technical Issue,Critical,false,false
"i cannot log in, the password reset email never arrives. we ahve an active incident open on our side which means we need a call as soon as humanly possible. appreciate hte help!!",Login/Access,Critical,true,false
"Hello support, What happens to our data if we cancel the business plan. Thanks in advance.",General Inquiry,High,false,false
hello the ssl certificate on your api host looks like it is misconfigured. we are on the pro plan. thanks for your time.,Technical Issue,Medium,false,false
"Hey, Every request to /v1/subscriptions has returned err_connection_reset since this morning. Not critical but certainly not trivial either. Thanks for your time!!!",Technical Issue,Medium,true,false
Hello Api latency went from milliseconds to several seonds since yesterday. Looking forward to your reply.,Technical Issue,Medium,false,false
submitting the form deletes the existing record instead of updating it most of our read-only user accounts are running into it i checked the documentation first and could not find anything,Bug Report,High,true,false
"Hi team, The auto-renewal toook $1,204.50 out of our account without any notice Not one person here can get anything done and our onw customers are already complaining Logged from our Starter workspace Cheers",Billing,Critical,true,false
Does your api have a rate limit i should design around. It is affecting a few people HERE. Let me know.,General Inquiry,Medium,true,false
it is purely cosmetic. percentages on the summary card do not add up to 100.,Bug Report,Low,true,false
It is getting noticeably worse week on week We see 404 errors in our logs for roughly 25 requests per minute,Technical Issue,High,true,false
"HI there, Please treat this as a severity one incident. Dns resolution for your api endpoint fails from our region. Get back to me when you can.",Technical Issue,Critical,true,false
"Hello, Percentages on the summary card do not add up to 100 Get back to me when you can",Bug Report,High,false,false
My card was declined but the subscription still shows as active.,Billing,Critical,false,false
"hey, the chart renders an empty axis when a series has zero values. thanks!",Bug Report,Low,false,false
Duplicate entries appear every time i refresh the audit log.,Bug Report,Critical,false,false
"Hello, Somewhere in the middle of your queue would be fair The payment method on file expired and i cannot update it in the webhook manager Reference ORD-44812 if that helps",Billing,Medium,true,false
"Good morning, Would you consider granular notification settings as a PAID add-on I am on Safari on iOS 18 running Debian 12 Thanks!",Feature Request,Critical,false,false
"Hello, The two factor code from my authenticator is rejected every time. Ticket raised on behalf of our read-only user. Cheers.",Login/Access,Critical,false,false
Every request to /v1/subscriptions has returned timeout_exceeded ever since the weekend. This is costing us money every hour it continues and please escalate this right now. Let me know!!!!,Technical Issue,Critical,true,false
"Hey, Any chanc you could support keyboard shortcuts for business customers Reproduced by 7 different people here Thanks!",Feature Request,Low,false,false
"hi folks, is there a guide for setting up segment. nobody else has even mentioned it and everything else works perfectly well, so no response needed really. get back to me when you can.",General Inquiry,Low,true,false
The search bar ignores hyphens so no results come back for hyphenated names. It affects one part of our worrkflow and nothing is actually blocked because of it and would be good to have this fixed eventually.,Bug Report,Medium,true,false
We would addopt this much faster if an offline mode existed. We would like an update today if you acn manage it. Our workspace has about 7 users. Get Get back to me when you can.,Feature Request,High,true,false
The total on the api console showz a different number than the export We can work around it for now Reference ORD-44812 if that helps,Bug Report,Medium,true,false
Hello Any chance you could support keyboard shortcuts for growth customers. Thanks!,Feature Request,Medium,false,false
"hey, a couple of people have noticed it. we can work around it for now. uplicate enrties appear every time i refresh the invoice list. it happens on firefox 133 as well.",Bug Report,Medium,true,false
"Hi folks, Response times on /api/webhooks are slightly slower than documented. Thanks in advance.",Technical Issue,Low,false,false
flagging this as important on our side. the date filter returns results outside the range i selected. please advise.,Bug Report,High,true,false
"Morning, Archived records still show up in the search bar by default. It happens on Safari 18 as well.",Bug Report,Low,false,false
"Hi there, Api latency went from milliseconds to several seconds since yesterday. It affects one part of our workflow and we have a manual fallback that works. Thanks in advance.",Bug Report,Medium,true,true
"hey, the modal on the ecport tool cannot be closed oncee it opens in firefox 133!!!",Bug Report,Medium,false,false
It is eating into time we do not have Dns resolution for your api endpoint fails from our region Appreciate the help,Technical Issue,High,true,false
"Hi team, Any chance you could support bulk csv export for starter customers. It is purely cosmetic.",General Inquiry,Low,true,true
Duplicate entries appear every time i reefresh the webhook manager. Worth looking at when you get a CHANCE. Thanks in advance.,Bug Report,Medium,true,false
"good morning, our webhooks stopped being delivered since the last release. thanks!",Technical Issue,Critical,false,false
"A whole department is working around this, we have had to build a manual workaround to cope which mdans our team lead has asked me to chase THIS. We see 404 errors in our logs for roughly 12 requests per minute.",Technical Issue,High,true,false
is there a guide for setting up salesforce. thanks in advance.,General Inquiry,Low,false,false
it would be nice if the audit log remembered my last filter. i am on safari on ios 18 running debian 12. thanks in advance.,Feature Request,Low,false,false
"i was double charged when i i retried a failsd payment of $18,300. thanks for your time.",General Inquiry,Low,false,true
"the record count says 3 but only 25 rows actually render about 1,800 people have reported it internally we are on the business plan",Bug Report,High,true,false
"Morning, Bulk selecting rows and applying an action only affects the first one. It comes up maybe maybe once a day and it is more of an irritation than a problem - no particular deadline from our side. Our workspace has about 7 users.",Bug Report,Low,true,true
"It is a single screen and nothing else, so whenever you happen to get to it is fine. The column widths on the invoice list reset every time i navigate away. Please advise.",Bug Report,Low,true,false
pagination skips the first item on page two. tried again ten minutes later with the same result. cheers.,Bug Report,Medium,false,false
Archived records still show up in the export tool by default. Thanks in advance.,Bug Report,Low,false,false
"Dear support team, Access to the the export tool disappeared after our plan changed to team.",Login/Access,Critical,false,false
Could you expose saved filters through the /v2/events endpoint. Thanks!,Feature Request,High,false,false
"Hi folks, We need consolidated billing across our 200 workspaces. It is a single screen and nothing else and this has zero impact on our work. Thanks in advance.",Billing,Low,true,false
"The undo button restores the wrong version of the record. A couple of people have noticed it, sometime in the next few weeks would be fine. This started since Tuesday.",Bug Report,Medium,true,false
"Hello, The search bar ignores hyphens so no results come back for hyphenated names. Appreciate the help.",Bug Report,Low,false,false
Could the billing portal support a snadbox environment at some point Any help appreciated,Feature Request,Low,false,false
Sso trough quickbooks redirects back to the login page in a loop. A whole department is working around this and our taem laed has asked me to chase this. Let me know.,Login/Access,High,true,false
"Responses from /v1/exports have bene returning truncated payloads. Only a handful of us run into it, sometime in the next few weeks would be fine. This started for the last 48 hours. Please advise.",Bug Report,Medium,true,true
Nobody else has even mentioned it and nothing depends on this at all. Are there best practices for organising the invoice list at scale. I have already tried clearing the cache and reinstalling. Thanks for your time.,General Inquiry,Low,true,false
"Good morning, Please consider adding webhook retries to the roadmap Nobody else has evej mentioned it and please put it at the very bottom of the queue Let me know",Feature Request,Low,true,false
"we are being billed for 500 seats but only have 200 active users. it affects one part of our workflow, is more of an irritation than a problem. get back to me when you can.",Billing,Medium,true,false
"Dear support team, Percentages on the summary card do not add up to 100 Our production environment is completely down and we are losing revenue by the minute which means please escalate this right now Reference ORD-88190 if that helps Let me know if you need screenshots",Bug Report,Critical,true,false
do you offer training sessions for new guest collaborator accounts.,General Inquiry,Low,false,false
"Hello support, Api latency went from milliseconds to several seconds since yesterday It is spreading to more of the team as we onboard and it is costing us hours every day Logged from our Enterprise workspace Please advise",Technical Issue,High,true,false
"Hi folks, The modal on the analytics view cannot be closed once it opens in edge 131. Our release this week is at risk, our team lead has asked me to chase this. I am on Safari 18 ruhning Windows 11.",Bug Report,High,true,false
"Good morning, A small suggestion, two-way aclendar sync would save our team a lot of clicks. It does not really really affect anything we do and this has zero impact on our work. Happy to provide more detail if useful.",Feature Request,Low,true,false
"Hey, Please add a native mobile app, every competitor we evauated has it. A good portion of our users hit this daily and our project timeline has aleeady slipped once which means please prioritise ghis above the rest of our queue.",Feature Request,High,true,false
"Hi folks, We have had to build a manual workaround to cope, we need this sortd before thee end of the week. Enforcing mfa kocked out every user who had not enrolled yet.",Login/Access,Critical,true,true
"Hi there, It would be really useful to have scheduled reports in the permissions matrix. Let me know if you need screenshots.",Feature Request,Low,false,false
A workspace owner on our team cannot see the export tool at all This is more disruptive than it probably sounds,Login/Access,Medium,true,false
what is the difference between the team and pro plans. only a handful of us run into it - sometime in the next few weeks would be fine. thanks in advance.,General Inquiry,Medium,true,false
"hi support, no response needed really. the api returns results in a different order between calls. thanks in advance.",Technical Issue,Low,true,false
"Morning, The workspace owner left the company and we are locked out of settings. We have a manual fallback that works, sometime in the next few weeks would be fine. Let me know.",Login/Access,Medium,true,false
"Hey, Sso through quickbooks redirects back to the login page in a loop. A whole department is working around this, so our project timeline has already slipped once. I checked the documentation first and could not find anything.",Technical Issue,High,true,true
"Hello support, The loading spinner keeps spinning briefly after content has rendered Thanks for your time",Bug Report,Low,false,false
a failed payment has locked our whole workspace out of the admin console. we would really appreciate a fix within a day or two.,Billing,High,true,false
"Dear support team, I can log in on desktop but the mobile app rejects ghe same credentials. Happy to wait for the next release. I am on Edge 131 running iOS 18.1.",Login/Access,Medium,true,false
"Hi support, Percentages on the summary card do not add up to 100. Any help appreciated.",Bug Report,Medium,false,false
"Hi support, What is the recommended way to structure teams for 500 users. Would be good to have this fixed eventually. Appreciate the help.",General Inquiry,Medium,true,false
"Hi folks, How do i invite a admin to our workspace It is a single scrreen and nothing else Cheers",General Inquiry,Low,true,false
"Hi there, Duplicate entries appear every time i refresh the mobile app. Reproduced by 1,800 different people here.",Bug Report,High,false,false
"Hi folks, The snowflake sync HAS been failing with 500. Logged from our Starter workspace.",Technical Issue,Critical,false,false
"Hi team, The record count says 3 but only 7 rows actually render Thanks!",Bug Report,High,false,false
"Hi there, We have a manual fallback that works which means would be good to have this fixed eventually. Data entered yesterday disappeared from the team management screen entirely. Looking forward to your reply.",Bug Report,Medium,true,false
"Hello, Who should i talk to about a renewal conversation. couple of people have noticed it. happy to wait for the next release.",General Inquiry,Medium,true,false
"It affects one part of our workflow. it slows us down a little, so sometime in the next few weeks would be fine. Toggling a setting off in the search bar turns it back on after a reload. Let me know.",Bug Report,Medium,true,false
a regression since the last release broke broke the filter on the mobile app,Technical Issue,Low,false,true
"We need conssolidated billing across our 40 workspaces. Only i have noticed it so far, this has zero impact on our work which means purrely for your awareness. Let me know if you need screenshots.",Billing,Low,true,false
"Hey, The api returns results in a different order between calls.",Technical Issue,Medium,false,false
Connections to your service drop after about a few hours. This started since yesterday. Thanks!,Technical Issue,High,false,false
"hi support, how long does it usually take for support to respond. it comes up maybe once a day, so worth looking at when you get a chance. logged fromm our eam workspace. thanks!?!",General Inquiry,Medium,true,false
My account is locked after a few failed attempts and will not unlock. It is eating into time we do not have. our team lead has asked me to chase this. I checked the documentation first and could not find anything!!!,Login/Access,High,true,false
"Hi folks, Bulk imports of 7 records stall halfway through with no error.",Technical Issue,Medium,false,false
"Morning, The invoice for 2026-09-01 has the wromg vat number it. A good portion of our users hit this daily and it is eating into time we do not have. please prioritise thhis above the rest of our queue. I have already tried clearing the cache and reinstalling. Please advise.",Billing,High,true,false
"Hi team, The undo button restores the wrong version of thhe record. It affects a large part of our daily workflow. it is getting noticeably worse week on week and our team lead yas asked me to chase this. Cheers.",Bug Report,High,true,false
"Hi there, Api latency went from milliseconds to several seconds since yesterday. Ticket raise on behalf of our billing contact. Looking forward to your reply!!",Technical Issue,Medium,false,false
"Hi folks, Any chance you could support sso with okta for growth customers. A couple of people have noticed it which means happy to wait for the next release. Please advise.",Feature Request,Medium,true,false
"Hi folks, Access to the integrations page disappeared after our plan changed to free. Our workspace has about 25 users. Cheers.",Login/Access,Medium,false,false
Sso through netsuite redirects back to the login page in a LOOP. It is spreading to more of the team as we onboard - our team lead has asked me to chase this. Let me know.,Login/Access,High,true,false
We would like this looked at reasonably soon iur webhooks stopped being delivered for about three days Get back to me when you you can,Technical Issue,High,true,false
Percentages on the summary card do not add up up to 100. We are falling behind on a deadline because of it. Cheers.,Bug Report,High,true,false
"Hello support, We need this sorted before the the end of the week. The invoice for 2026-09-01 has the wrong vat number on it. Cheers.",Billing,High,true,false
We SEE econnrefused errors in our logs for roughly 200 requests per minute. It is a single screen and nothing else - purely for your awareness.,Bug Report,Low,true,true
"Hi folks, The two factor code from my authenticator is rejected every time. This started since yesterday. Thanks for your time.",Login/Access,Medium,false,false
i need a copy of the receipt for tkt-10233 for our finance team. a whole department is working around this and it is costing us hours every day which means we would really appreciate a fix within a day or two. any help appreciated.,Billing,High,true,false
"hi there, the form accepts an invalid email address and saves it without complaint. it is more of an irritation than a problem and no particular deadline from our side. looking forward to your reply.",Bug Report,Medium,true,false
"Good morning, Your status page says everything is fine but we see 502 on /v1/users Nothing is actually blocked because of it happy to wait for the next release Looking forward to your reply",Technical Issue,Medium,true,false
"Hello support, The account recovery flow keeps asking for a code it never sends. Happy to provide more detail if useful.",Login/Access,High,false,false
"Hi support, Sso through hubspot redirects back to the login page in a loop.",Login/Access,Critical,false,false
"Hey, Please move our billing cycle from monthly to annual on the enterprise plan We would like this looked at reasonably soon We are on the Pro plan",Billing,Medium,true,false
It affects a large part of our daily workflow. Sso through zapier redirects back to the login page in a loop. Looking forward to your reply.,Login/Access,High,true,false
"why did our bill jump from £320 to $4,812.00 with no plan change.",Billing,Low,false,false
Responses from /v1/subscriptions have been RETURNING truncated truncated payloads.,Technical Issue,High,false,false
"Hello, WEBHOOKS stopped being delivered since yesterday. Only a handful of us run into it which means happy to wait for the next release. I have already tried clearing the cache and reinstalling.",Technical Issue,Medium,true,false
"good morning, i would like to update the billing address on our account. nothing depends on this at all. appreciate the help.",Billing,Low,true,false
"Hi support, SSso through snowflake redirects back to the login page in a loop. Ticket raised on behalf of our guest collaborator. Looking forward to your reply.",Login/Access,Critical,false,false
"Hello support, It is eating into time we do not have, hoping for a quick turnaround if at all possible. We need consolidated billing across our 500 workspaces.",Billing,High,true,false
"Hello, Is granular notification settings something that exists today or i missing it. Appreciate the help.",General Inquiry,Low,false,false
"Hi support, It shows up every now and then. I want TO cancel the subscription and get a refund of $79.",Billing,Medium,true,false
"hi folks, i want to switch my login email to a different address. i am on safari 18 running windows 10. let me know.",Login/Access,Low,false,false
"Hello, We removed a user and now nobody can access the billing portal. Most of our manager accountts are running into it. Screenshots attached.",Login/Access,High,true,false
can we get a copy of your security questionnaire responses.,General Inquiry,Critical,false,false
"Hi team, A dark colour scheme for the export tool would be easier on the eyes. Everything else works perfectly well and please put it at the very bottom of the queue. Any help appreciated.",Feature Request,Low,true,false
"Hi team, The retry logic gets stuck in a loop because /v2/reports/generate returns 429. Happy to provide more detail if useful.",Technical Issue,High,false,false
THE date filter returns results outside the range i selected.,Bug Report,High,false,false
"morning, the hubspot sync has been failing with timeout_exceeded",Technical Issue,High,false,false
"Dear support team, Api latency went from milliseconds to several seconds for the last 48 hours. Get back to me when you can.",Technical Issue,High,false,false
"Hi team, The credit note you issued for txn-3391082 never appeared on our statement. We are fielding angry calls because of this and please treat this as a severity one incident. Thanks for your time.",Billing,Critical,true,false
"dear support team, it would be really useful to have two-way calendar sync in the mobile app. only i have noticed it so far which means nothing depends on this at all!!!",Feature Request,Low,true,false
"Good morning, A guest collaborator on our team cannot see the search bae at all. This has taken out our live environment, so we are losing revenue by the minute which means please escalate this rght now. Let me know if you need screenshots.",Login/Access,Critical,true,false
"Hi folks, A failed payment has locked our whole workspace out of the mobils app. Logged from our Growth workspace. Cheers.",Billing,High,false,false
Hi support Editing a workspace workspace owner and saving silently reverts the change. Cheers.,Bug Report,Medium,false,false
We are not blocked in any way. How do i invite a workspace owner to our workspace.,General Inquiry,Low,true,false
"Worth looking at when you get a chance. Uploading a file over 1,800 mb fails silently with no error shown.",Technical Issue,Medium,true,true
it is purely cosmetic and must noting it for the record. we see timeout_exceeded errors our logs for roughly 12 requests per minute. cheers.,Technical Issue,Low,true,false
"Hi support, Nobody else has even mentioned it which means everything else works perfectly well. My card was declined but the subscription still shows as active. It happens on Brave as well.",Billing,Low,true,false
Can you point me at the onboarding checklist for new teams. We are not blocked in any way. Our developer confirmed the same behaviour on Android 15. Let me know if you need screenshots.,General Inquiry,Low,true,false
"Hey, Data entered yesterday has disappeared from the team management screen entirely Our release this week is at risk I am on Safari 18 running Windows 10",Bug Report,High,true,false
"Hi folks, Every request to /v1/exports has returned err_connection_reset for about three days.",Technical Issue,High,false,false
"hi folks, i get a 403 when opening the reports page even though i am a manager somewhere in the middle of your queue would be fair thanks for your time",Login/Access,Critical,true,true
"Hello support, The two factor dode from my authenticator is rejected every time We are losing revenue by the minute Ticket raised on behalf of our read-only user Let me know",Login/Access,Critical,true,false
"Hi folks, It would be really useful to have jira integration in the webhook manager.",Feature Request,Low,false,false
"Hi folks, Our auditor is asking where our data is stored and we have to answer today. Tried again 45 seconds later with the same result. Thanks for your time.",General Inquiry,High,false,false
"Good morning, The console throws a null reference error when i open the project timeline. Thanks in advance.",Bug Report,High,false,true
"Hi team, The permissions matrix is unreachable from our office network but fine on mobile data Screenshots attached Please advise",Technical Issue,Critical,false,false
"Dear support team, Can we switch the business subscription to invoice-based payment terms. A couple of people have noticed noticed it - it is more of an irritation than a problem. Happy to provide more detail if useful.",Billing,Medium,true,false
dns resolution for your api endpoint fails from our region,Technical Issue,Critical,false,false
The workspace owner left the company and we are locked out of settings. It HAPPENS on Chrome on Android as well. Get back to me when you can.,Login/Access,Medium,false,false
"Hi folks, The console throws a null reference error when i open the integrations page. We can work around it for now and happy to wait for the next release. Thanks for your time!!!",Bug Report,Medium,true,false
"Hi there, We see 429 errors in our logs for roughly 200 requests per minute. Oly a handful of us run into it. it slows us down a little. Happy to provide more detail if useful.",Technical Issue,Medium,true,false
"it would be really useful to have bulk csv export in the invoice list. only a handful of us run into it, so it is more of an irritation than a problem!!!",Feature Request,Medium,true,false
"Good morning, Our auditor is asking where our data is stored and we have to answer today. Logged from our Free workspace. Looking forward to your reply.",General Inquiry,Medium,false,false
"Hi team, Can we switch the business subscription to invoice-based payment terms. I checked the documentation first and could not find anything. Let me know if you need screenshots.",Billing,Medium,false,false
"Hi there, Adding webhook retries would let us retire our internal tool. It is becoming a bit of a problem. Ayn hellp appreciated.",Feature Request,Medium,true,false
We would love to see pdf export integrated with snowflake. Everything else works perfectly well and just noting it for the record. Looking forward to your reply.,Feature Request,Low,true,false
"Hey, Everything else works perfectly well, absolutely no rush on this. The chart renders an empty axis when a series has zero values. Reference ORD-88190 if that helps.",Bug Report,Low,true,false
The entie company is blocked. The export contains another customer's rows mixed into ours. Thanks!,Bug Report,Critical,true,false
"Hi there, Would you consider custom dashboards as a paid add-on. Looking forward to your reply.",Feature Request,Low,false,false
A dark colour scheme for the mobie app would be easier on the eyes.,Feature Request,Medium,false,false
"It is more of an irritation than a problem, happy to wait for the next release. The undo button restores the wrong version of the record. I checked the documentation first and could find anything. Thanks!",Bug Report,Medium,true,false
"Dear support team, Can we get a copy of your security questionnaire responses.",General Inquiry,Medium,false,false
The export contains another customer's rows mixed into ours We are falling behind on a deadline because of it which means hoping for a quick turnaround if at all possible Let me know,Bug Report,Medium,true,true
The workspace owner left the company and we are loked out of settings. We have had to build a manual workaround to cope - our team lead hsa asked me to chase this. Let me know if you need screenshots?!,Technical Issue,Medium,true,true
"Hello support, The total on the onboarding flow shows a different number than the export. This has zero impact on our work - whenever you happen to get to it is fine. Please advise.",Bug Report,Low,true,false
"Hello, The auto-renewal otok $49 out of our account without any notice. Our whole worflow has stopped dead, we have had to paus operations entirely, there is no workaround available to us at all. Appreciate the help.",Billing,Critical,true,false
A dark colour scheme for the webhook manaher would be easier on hte eyes. It cnanges nothing about how we use the product. Thanks in advance!!,Feature Request,Low,true,false
dear support team bulk imports of 3 records stall halfway through with no error. i checked the documentation first and could not find anything. looking forward to your reply.,Technical Issue,Critical,false,false
It is affecting a few people here. How do i read the numbers shown on the search bar. This started since Tuesday. Let me know.,General Inquiry,Low,true,true
Responses from /v2/invoices haev been returning truncated payloads. Thanks your time!!,Bug Report,High,false,true
"Hi there, I would like to update the billing address on our account. Let me know.",Billing,Low,false,false
"Hi there, I can log in on desktop but the mobile app rejects the same credentials",Login/Access,High,false,false
moderately important from where we sit. i i would like to add a second workspace owner to our account. thanks for your time.,Login/Access,Medium,true,false
"Hello, Password reset says the account does not exist but i receive your billing email. Ticket raised on on behalf of our workspace owner.",Login/Access,Medium,false,false
"Good morning, We occasionally see a retry warning in the logs, is that expected. Ticket raised on behalf of our manager. Please advise.",Technical Issue,Low,false,false
"The quickbooks integration disconnects itself every few hours. About 3 people have reported it internally, so we need this sorted before the end of the week. Our workspace has about 25 users. Any help appreciated.",Technical Issue,High,true,false
"Hi team, Uploading Uploading a file over 25 mb fails silently with no error shown. Everything else works perfectly well, genuinely not a priority for us. We are on the Pro plan. Let me know if you need screenshots.",Bug Report,Low,true,true
Memory usage in our worker spikes whenever we call /v2/invoices. It slows us down a little - worth looking at when you get a chance. Logged from our Enterprise workspace. Let me know.,Technical Issue,Medium,true,false
"dear support team, only a handful of us into it and happy to wait for the next release. the total on the search bar shows a different number than the export. i am on safari on ios 18 running ubuntu 24.04. happy to provide more detail if useful.",Bug Report,Medium,true,false
"Hi team, Is the settings page covered by your uptime commitment. We have a manual fallback that works. no particular deadline from our side. Let me know if you need screenshots.",General Inquiry,Medium,true,false
"The hubspot integration disconnects itself every few hours. It shows up every now and then and it is more of an irritation than a problem, sometime in the next few weeks would be fine. I checked the documentation first and could not find anything. Appreciate the help.",Technical Issue,Medium,true,false
"Hey, Can you explain the proration line item of $79 on our last invoice. It is spreading to more of the team as we onboard - our project timeline has already slipped once. flagging tihs as important on uor side. Let me know if you need screenshots.",Billing,High,true,false
"Good morning, The saml assertion is rejected with an audience mismatch Somewhere in the middle of your queue would be fair Ticket raised on behalf of our read-only user rhanks in advance",Login/Access,Medium,true,false
"Dear support team, I was double charged when i retried a failed payment of £320.",Billing,Low,false,false
"Dear support team, Bulk imports of 3 records stall halfway through with no error Thanks!",Technical Issue,Medium,false,false
"Hello, We are bieng billed for 3 setas but only have 7 active users. Ths has zero impact on our work. Our workspace has about 1,800 users. Let me know if you need screenshots.",Billing,Low,true,false
"Dear support team, We have a manual fallback that works which means no particular deadline from our side. Your status page says everything is fine but we see econnrefused on /v2/orders. This started since yesterday. Looking forward to your reply!!!",Technical Issue,Medium,true,false
"hello, sso through hubspot redirects back to the login page in a loop. this is urgent in the strongest sense of the word.",Login/Access,Critical,true,false
"Hey, Can you explain the proration line item of $240 on our last invoice. We are on the Starter plan. Get back to me when you can.",Billing,Critical,false,false
"Hello support, Sso through shopify redirects back to the login page in a loop. Please advise!!!",Login/Access,Critical,false,false
"hello support, my account is locked after a few failed attempts and will not unlock!!!!",Login/Access,High,false,false
"Hi there, Connections to your service drop after about 20 minutes. All of our services services depending on this are failing and we have had to pause operations entirely. It happens on Chrome 131 as well. Let me know if you need screenshots.",Technical Issue,Critical,true,false
Dns resolution for your api endpoint fails from our region. I am on Chrome on Android running Windows 10. Thanks for your time.,Technical Issue,Critical,false,false
"Hey, Please move our billing cycle from monthly to annual on the free plan. Reference TKT-10233 if that helps. Let me know if you need screenshots.",Billing,Low,false,false
bulk selecting rows and applying an action only affects the first one.,Technical Issue,Medium,false,true
Which regions do you host data in.,General Inquiry,Low,false,false
"dear support team, the websocet connection to the export tool keeps dropping and reconnecting.",Technical Issue,Medium,false,false
"Hi folks, Most of our billing contact accounts are running into it which means we would like an update today if you can manage it. How do i read the numbers shown on the permissions matrix. Please advise.",General Inquiry,High,true,false
The payment method on file expired and I cannot update it in the project timeline. Cheers.,Billing,Low,false,false
The websocket connection to the project timeline keeps dropping and reconnecting. It comes up maybe once a day and it slows us down a little and would be good to have this fixed eventually. Screenshots attached. Thanks for your time.,Bug Report,Medium,true,true
Api latency went from milliseconds to esveral seconds since yesterday. Thanks!,Technical Issue,Medium,false,false
"Hello, We need consolidated billing across our 3 workspaces. Tried again a few hours later with the same result. Any help appreciated.",Billing,Low,false,false
"Good morning, Nobody else has even mentioned it Any chance you could support an offline mode for free customers I am on Edge 131 running Windows 10",Feature Request,Low,true,false
"Hello, We would like like an api endpoint that mirrors granular notification settings Let me know",Feature Request,Critical,false,false
could you add our company registration number to future invoices. thanks for your time.,Billing,Medium,false,false
"hello, do you offer training sessions for new read-only user accounts. this affects every customer we have.",General Inquiry,Critical,true,false
"Good morning, The olumn widths on the export tool reset every time i navigate away. Everything else works perfectly well, just noting it for for the record. I am on Edge 131 running Android 15. Cheers.",Bug Report,Low,true,false
"Hello, Every single user is affected and our own customers are already complaining. Api latency went from milliseconds to several seconds for the last 48 hours. Our workspace has about 7 users. Thanks!",Technical Issue,Critical,true,false
A whole department is working around this and our project timeline has already slipped once. hoping for a quick turnaround if at all possible. A webhook for this event would let us build role-based permissions ourselves. I am on Chrome 131 running Windows 10. Thanks in advance.,Feature Request,High,true,false
we were charged $240 twice this month on invoice ref-77120. our executives are asking for updates every few minutes. thanks in advance.,Billing,Critical,true,false
is saved filters something that exists today or am i missing it. it does not really affect anything we do and we are not blocked in any way. please advise.,General Inquiry,Low,true,false
"Our card on file keeps failing even though the bank confirms it is fine. Everything else works perfectly well, so no response needed really. This started for the last 48 hours. Please advise.",Billing,Low,true,false
"Morning, Moderately important from where we sit. The console throws a null reference error when i open the notifications panel.",Bug Report,High,true,false
"Not oone person here can get anything done - this is costing us money every hour it continues - this is urgent in the strongest sense of the word. The nightly export jbo has been timing out for about three days. Reproduced by 1,800 different people here.",Technical Issue,Critical,true,false
"hello, it would be really useful to have granular notification settings in the user directory. appreciate the help!!",Feature Request,Low,false,false
"hello support, our finance team needs invoices sent to a different email address. only i have noticed it so far, just noting it for the record. i have already tried clearing the cache and reinstalling!!",Billing,Low,true,false
"Hey, A failed payment has locked our whole workspace out of the integrations page. We have an active incident open on our side. Our workspace has about 25 users. Let me know if you need screenshots.",Billing,Critical,true,false
"Hello, The payment method on file expired and i cannot update it in the settings page. Let me know.",Billing,High,false,false
"Hello, Does YOUR api have a rate limit i should design around. It is more of an irritation than a problem and sometime in the next few weeks would be fine. Thanks in advance.",General Inquiry,Medium,true,false
Sso through hubspot redirects back the login page in a loop. We would like this looked at reasonably soon.,Login/Access,Medium,true,false
"Good morning, Bulk sepecting rows and applying an action only afefcts the first one. A couple of people have noticed it, so nothing is actually blocked because of it. We are on the Scale plan.",Bug Report,Medium,true,false
"our finance team needs invoices sent to a different email address is a single screen and nothing else, so this has zero impact on our work i have already tried clearing the cache and reinstalling looking forward to yuor reply",Billing,Low,true,false
"hey, we would like an api endpoint that mirrors saved filters. somewhere in the middle of your queue would be fair.",Feature Request,High,true,false
"Hi there, The workspace owner left the company and we are locked out of settings This has taken out our live environment and we have had to pause operations entirely - we need someone on this immediately Any help appreciated",Login/Access,Critical,true,false
"Morning, It is purely cosmetic. everything else works perfectly well. Can you point me at the onboarding checklist for new teams. It happens on Chrome on Android as well. Happy to provide more detail if useful.",General Inquiry,Low,true,true
"Hi folks, We are being billed for 1,800 seatts but only havd 500 active users. About 200 people hav reported it internally. we would really appreciate a fix within a day or two. We ate on the Scale plan. Thanks for your time.",Billing,High,true,false
"hi team, i was invited as a billing contcat but the invitaion link says it is invalid only i have noticed it so far and nothing depedns on this at all please put it at the very bottom of the queue our developer confirmed the same behaviour on windows 10 thanks!",Login/Access,Low,true,true
"hello, most of our workspace owner accounts are running into it. adding multi-currency support would let us retire our internal tool.",Feature Request,High,true,false
"Hello, Nothing is actually blocked because of it. happy to wait for the next release. The csv export is missing the last column on every row.",Bug Report,Medium,true,false
"Hello, The admin console takes over three days to load for everyone on our team It is a single screen and nothing else it changes nothing about how we use the product and purely for your awareness Screenshots attached",Technical Issue,Low,true,false
"Hi team, Why did our bill jump from $240 to $4,812.00 with no plan change. A couple of people have noticed it which means we can work around it for noww - worthh looking at when you get a chance. GGet back to me when you can.",Billing,Medium,true,false
enforcing mfa locked out every user who had not enrolled yet. thanks!,Login/Access,Critical,false,false
